filename,algo_type,loop_counter,command,end_of_command,accum,len_list
dbfs:/FileStore/graph_10M_11.txt,min,3,it_groupby,2021-03-24 15:51:11.988425,0,81283
dbfs:/FileStore/graph_10M_11.txt,min,3,it_reduce,2021-03-24 15:51:18.294749,5402843,5484125
dbfs:/FileStore/graph_10M_11.txt,min,3,ded_map,2021-03-24 15:51:31.688245,10805686,5484125
dbfs:/FileStore/graph_10M_11.txt,min,3,ded_groupby,2021-03-24 15:51:53.143309,16208529,230268
dbfs:/FileStore/graph_10M_11.txt,min,3,ded_reduce,2021-03-24 15:51:55.602483,16208529,230268
dbfs:/FileStore/graph_10M_11.txt,min,4,it_map,2021-03-24 15:51:58.356108,0,460536
dbfs:/FileStore/graph_10M_11.txt,min,4,it_groupby,2021-03-24 15:52:02.810944,0,81283
dbfs:/FileStore/graph_10M_11.txt,min,4,it_reduce,2021-03-24 15:52:04.724971,297972,379254
dbfs:/FileStore/graph_10M_11.txt,min,4,ded_map,2021-03-24 15:52:07.030652,595944,379254
dbfs:/FileStore/graph_10M_11.txt,min,4,ded_groupby,2021-03-24 15:52:11.173267,893916,81282
dbfs:/FileStore/graph_10M_11.txt,min,4,ded_reduce,2021-03-24 15:52:11.831773,893916,81282
dbfs:/FileStore/graph_10M_11.txt,min,5,it_map,2021-03-24 15:52:12.636231,0,162564
dbfs:/FileStore/graph_10M_11.txt,min,5,it_groupby,2021-03-24 15:52:14.476279,0,81283
dbfs:/FileStore/graph_10M_11.txt,min,5,it_reduce,2021-03-24 15:52:15.880086,0,81282
dbfs:/FileStore/graph_10M_11.txt,min,5,ded_map,2021-03-24 15:52:17.340999,0,81282
dbfs:/FileStore/graph_10M_11.txt,min,5,ded_groupby,2021-03-24 15:52:20.156025,0,81282
dbfs:/FileStore/graph_10M_11.txt,min,5,ded_reduce,2021-03-24 15:52:20.800765,0,81282
